Run 14989
Subrun 399
Event 3990012
Cluster 0
31.5377 -4.65 82.55
31.5377 -4.65 78.05
32.0583 -4.65 78.05
32.0583 -4.65 73.55
32.0583 -4.65 69.05
32.0583 -4.65 64.55
31.7883 -4.65 82.55
31.7883 -4.65 78.05
31.7883 -4.65 73.55
32.7138 -4.95 64.55
32.7138 -4.95 60.05
32.7138 -4.95 55.55
32.5596 -4.95 69.05
32.5596 -4.95 64.55
32.5596 -4.95 60.05
33.0609 -4.95 60.05
33.0609 -4.95 55.55
33.0609 -4.95 51.05
32.3475 -4.95 73.55
32.3475 -4.95 69.05
32.3475 -4.95 64.55
31.8269 -4.65 81.65
31.8269 -4.65 77.15
31.8269 -4.65 72.65
31.6148 -4.65 81.65
31.6148 -4.65 77.15
31.6148 -4.65 72.65
32.1547 -4.65 72.65
32.1547 -4.65 68.15
32.1547 -4.65 63.65
32.5596 -4.95 68.15
32.5596 -4.95 63.65
32.5596 -4.95 59.15
32.3861 -4.95 68.15
32.3861 -4.95 63.65
32.3861 -4.95 59.15
33.0802 -4.95 54.65
33.0802 -4.95 50.15
32.791 -4.95 63.65
32.791 -4.95 59.15
32.791 -4.95 54.65
31.152 -5.55 81.65
31.152 -5.55 77.15
31.1906 -5.55 81.65
31.1906 -5.55 77.15
35.1433 -5.85 22.85
34.5649 -5.55 36.35
34.5649 -5.55 31.85
34.5649 -5.55 27.35
34.8348 -5.55 27.35
34.8348 -5.55 22.85
34.2757 -5.25 36.35
34.2757 -5.25 40.85
34.2757 -5.25 31.85
33.7936 -5.25 49.85
33.7936 -5.25 45.35
33.7936 -5.25 36.35
33.7936 -5.25 40.85
35.1241 -5.85 21.95
34.3913 -5.55 35.45
34.3913 -5.55 39.95
34.3913 -5.55 30.95
34.3913 -5.55 26.45
34.5842 -5.55 30.95
34.5842 -5.55 26.45
34.0443 -5.25 44.45
34.0443 -5.25 35.45
34.0443 -5.25 39.95
33.89 -5.25 44.45
33.89 -5.25 35.45
33.89 -5.25 39.95
35.1626 -5.85 21.65
34.3913 -5.55 35.15
34.3913 -5.55 39.65
34.3913 -5.55 30.65
34.3913 -5.55 26.15
34.5842 -5.55 30.65
34.5842 -5.55 26.15
33.8515 -5.25 44.15
33.8515 -5.25 35.15
33.8515 -5.25 39.65
34.1021 -5.25 35.15
34.1021 -5.25 39.65
33.6201 -5.25 48.65
33.6201 -5.25 44.15
33.6201 -5.25 35.15
33.6201 -5.25 39.65
33.4273 -4.95 53.15
33.4273 -4.95 48.65
33.4273 -4.95 44.15
35.2012 -5.85 20.75
34.6613 -5.55 29.75
34.6613 -5.55 25.25
34.6613 -5.55 20.75
34.4106 -5.55 34.25
34.4106 -5.55 29.75
34.4106 -5.55 25.25
33.6394 -5.25 47.75
33.6394 -5.25 43.25
33.6394 -5.25 34.25
33.6394 -5.25 38.75
33.89 -5.25 43.25
33.89 -5.25 34.25
33.89 -5.25 38.75
35.2012 -5.85 20.45
33.9286 -5.25 42.95
33.9286 -5.25 33.95
33.9286 -5.25 38.45
33.6586 -5.25 47.45
33.6586 -5.25 42.95
33.6586 -5.25 33.95
33.6586 -5.25 38.45
34.1793 -4.65 33.95
34.1793 -4.65 38.45
34.1793 -4.65 29.45
34.2949 -4.35 33.95
34.2949 -4.35 38.45
34.2949 -4.35 29.45
34.4878 -4.05 33.95
34.4878 -4.05 29.45
34.4878 -4.05 24.95
34.642 -4.05 29.45
34.642 -4.05 24.95
34.642 -4.05 20.45
34.9891 -3.75 24.95
34.9891 -3.75 20.45
34.2178 -5.25 33.35
34.2178 -5.25 37.85
34.2178 -5.25 28.85
33.9479 -5.25 42.35
33.9479 -5.25 33.35
33.9479 -5.25 37.85
34.507 -5.55 33.35
34.507 -5.55 28.85
34.507 -5.55 24.35
35.2397 -5.85 19.85
33.9286 -5.25 42.65
33.9286 -5.25 33.65
33.9286 -5.25 38.15
33.7551 -5.25 47.15
33.7551 -5.25 42.65
33.7551 -5.25 33.65
33.7551 -5.25 38.15
34.6806 -5.55 29.15
34.6806 -5.55 24.65
34.6806 -5.55 20.15
34.8155 -5.85 24.65
34.8155 -5.85 20.15
35.2205 -5.85 20.15
Cluster 2
5.77732 -9.75 27.05
5.7002 -9.15 27.05
5.83517 -9.75 26.75
5.58451 -10.35 25.85
6.51003 -9.75 25.85
6.52931 -9.75 25.55
5.33384 -9.75 27.35
5.62307 -9.75 27.35
5.83517 -9.75 26.45
6.45218 -9.75 26.45
6.47146 -9.75 26.15
Run 14989
Subrun 399
Event 3990045
Cluster 0
14.1263 -3.45 58.55
14.1263 -3.45 54.05
12.7959 -3.45 72.05
12.7959 -3.45 67.55
13.2393 -3.45 67.55
13.2393 -3.45 63.05
13.7021 -3.45 63.05
13.7021 -3.45 58.55
11.0027 -3.75 85.55
11.4654 -3.75 85.55
11.4654 -3.75 81.05
11.9089 -3.75 81.05
11.9089 -3.75 76.55
13.2201 -3.45 67.85
13.2201 -3.45 63.35
12.7766 -3.45 72.35
12.7766 -3.45 67.85
14.107 -3.45 58.85
14.107 -3.45 54.35
13.6828 -3.45 63.35
13.6828 -3.45 58.85
11.4076 -3.75 85.85
11.4076 -3.75 81.35
11.8896 -3.75 81.35
11.8896 -3.75 76.85
13.3357 -3.45 66.95
13.3357 -3.45 62.45
13.7407 -3.45 62.45
13.7407 -3.45 57.95
11.986 -3.75 80.45
11.986 -3.75 75.95
11.0412 -3.75 84.95
11.4847 -3.75 84.95
11.4847 -3.75 80.45
13.2586 -3.45 67.25
13.2586 -3.45 62.75
12.8344 -3.45 71.75
12.8344 -3.45 67.25
13.7214 -3.45 62.75
13.7214 -3.45 58.25
14.1456 -3.45 58.25
14.1456 -3.45 53.75
11.0027 -3.75 85.25
11.4461 -3.75 85.25
11.4461 -3.75 80.75
11.9475 -3.75 80.75
11.9475 -3.75 76.25
12.9115 -3.45 70.85
12.9115 -3.45 66.35
12.4874 -5.85 75.35
12.4874 -3.45 70.85
11.0991 -3.75 84.35
11.5618 -3.75 84.35
11.5618 -3.75 79.85
12.0632 -3.75 79.85
12.0632 -3.75 75.35
12.4874 -5.85 75.65
12.4874 -3.45 71.15
13.7792 -3.45 62.15
13.7792 -3.45 57.65
12.8923 -3.45 71.15
12.8923 -3.45 66.65
11.5233 -3.75 84.65
11.5233 -3.75 80.15
12.0053 -3.75 80.15
12.0053 -3.75 75.65
11.0605 -3.75 84.65
11.6582 -3.75 78.95
11.1955 -3.75 83.45
12.1788 -3.75 74.45
12.5645 -5.85 74.45
12.5645 -3.45 69.95
13.4514 -3.45 60.95
13.008 -3.45 65.45
13.9142 -3.45 56.45
11.8318 -3.75 78.65
11.8318 -3.75 74.15
11.234 -3.75 83.15
14.1456 -2.85 56.15
14.1456 -2.85 51.65
13.5478 -3.45 60.65
13.5478 -3.45 56.15
13.9142 -3.45 56.15
13.008 -3.45 65.15
12.5838 -5.85 74.15
12.5838 -3.45 69.65
11.7354 -3.75 78.35
11.7354 -3.75 73.85
11.2533 -3.75 82.85
14.3962 -3.15 51.35
13.9913 -3.45 55.85
13.9913 -3.45 51.35
13.5093 -3.45 60.35
13.5093 -3.45 55.85
11.7739 -3.75 78.05
11.7739 -3.75 73.55
11.2919 -3.75 82.55
11.2919 -3.75 78.05
12.738 -2.55 69.05
12.738 -2.55 64.55
12.603 -2.55 69.05
13.2393 -2.85 64.55
13.2393 -2.85 60.05
14.4155 -3.45 51.05
13.0851 -3.45 64.55
13.0851 -3.45 60.05
12.6416 -3.45 69.05
12.6416 -3.45 64.55
11.8511 -3.75 77.15
11.8511 -3.75 72.65
11.3883 -3.75 81.65
11.3883 -3.75 77.15
13.7985 -3.15 59.15
13.7985 -3.15 54.65
12.3524 -5.85 72.65
12.3524 -3.45 68.15
13.2008 -3.45 63.65
13.2008 -3.45 59.15
13.625 -3.45 59.15
13.625 -3.45 54.65
12.738 -3.45 68.15
12.738 -3.45 63.65
15.746 -3.15 40.85
15.746 -3.15 36.35
16.6136 -3.15 31.85
16.6136 -3.15 27.35
17.0185 -3.15 27.35
17.0185 -3.15 22.85
17.115 -3.15 26.45
17.115 -3.15 21.95
17.5777 -3.15 21.65
17.5777 -3.15 17.15
10.9834 -5.55 84.65
12.2945 -4.05 75.65
12.2945 -1.65 71.15
17.4813 -1.65 21.65
17.4813 -1.65 17.15
16.5172 -1.35 30.65
16.5172 -1.35 26.15
13.0851 -2.55 65.75
13.0851 -2.55 61.25
16.2473 -2.85 33.95
16.2473 -2.85 29.45
11.2148 -5.25 83.45
13.8564 -2.55 60.95
13.8564 -2.55 56.45
14.8204 -3.15 46.85
14.8204 -3.15 42.35
15.1868 -3.15 46.85
15.1868 -3.15 42.35
15.1868 -3.15 37.85
11.1762 -4.95 83.15
10.9063 -5.25 83.15
16.4015 -3.15 29.15
16.4015 -3.15 24.65
15.1482 -3.15 47.15
15.1482 -3.15 42.65
15.1482 -3.15 38.15
14.8976 -2.85 46.25
14.8976 -2.85 41.75
16.9414 -3.15 24.05
16.9414 -3.15 19.55
15.1482 -3.15 46.55
15.1482 -3.15 42.05
15.1482 -3.15 37.55
14.3384 -1.65 54.65
14.3384 -1.65 50.15
12.5645 -5.25 72.65
12.5645 -2.85 68.15
16.6136 -3.15 27.65
16.6136 -3.15 23.15
17.0378 -3.15 23.15
17.0378 -3.15 18.65
14.994 -2.85 45.95
14.994 -2.85 41.45
12.5838 -5.25 76.55
12.5838 -2.85 72.05
14.8976 -1.95 49.55
14.8976 -1.95 45.05
17.5006 -3.15 22.25
17.5006 -3.15 17.75
15.7652 -3.15 40.25
15.7652 -3.15 35.75
17.0764 -3.15 26.75
17.0764 -3.15 22.25
15.1868 -2.55 49.25
15.1868 -2.55 44.75
15.1868 -2.55 40.25
15.8616 -3.15 39.35
15.8616 -3.15 34.85
17.1728 -3.15 25.55
17.1728 -3.15 21.05
12.0632 -3.75 79.55
12.0632 -3.75 75.05
11.1376 -3.75 84.05
11.5811 -3.75 84.05
11.5811 -3.75 79.55
12.9501 -3.45 70.55
12.9501 -3.45 66.05
12.5259 -5.85 75.05
12.5259 -3.45 70.55
13.8178 -3.45 61.55
13.8178 -3.45 57.05
11.6197 -3.75 79.25
11.1762 -3.75 83.75
12.1403 -3.75 79.25
12.1403 -3.75 74.75
12.5259 -5.85 74.75
12.5259 -3.45 70.25
13.8756 -3.45 61.25
13.8756 -3.45 56.75
13.3936 -3.45 65.75
13.3936 -3.45 61.25
12.9501 -3.45 70.25
12.9501 -3.45 65.75
11.7739 -3.75 77.75
11.7739 -3.75 73.25
11.3112 -3.75 82.25
11.3112 -3.75 77.75
13.5286 -3.15 59.75
13.5286 -3.15 55.25
14.4348 -3.45 50.75
14.4348 -3.45 46.25
12.6802 -3.45 68.75
12.6802 -3.45 64.25
13.5671 -3.45 59.75
13.5671 -3.45 55.25
13.1236 -3.45 64.25
13.1236 -3.45 59.75
11.8318 -3.75 77.45
11.8318 -3.75 72.95
11.3497 -3.75 81.95
11.3497 -3.75 77.45
14.4734 -3.45 50.45
14.4734 -3.45 45.95
12.6994 -3.45 68.45
12.6994 -3.45 63.95
13.6057 -3.45 59.45
13.6057 -3.45 54.95
13.1429 -3.45 63.95
13.1429 -3.45 59.45
Cluster 1
14.1263 1.35 27.05
13.7021 1.35 27.05
14.107 1.35 27.35
13.6828 1.35 27.35
13.7407 1.35 26.45
13.7214 1.35 26.75
14.1456 1.35 26.75
13.7792 1.35 26.15
13.9142 1.35 24.95
14.1456 1.95 24.65
13.9142 1.35 24.65
13.9913 1.35 24.35
13.7985 1.65 23.15
13.625 1.35 23.15
13.8564 2.25 24.95
14.3384 3.15 23.15
13.8178 1.35 25.55
13.8756 1.35 25.25
Cluster 2
33.8322 1.65 81.05
33.8322 1.65 76.55
33.8322 1.65 85.55
33.8322 1.65 67.55
33.8322 1.65 63.05
33.8322 1.65 58.55
33.8322 1.65 54.05
33.8322 -0.75 27.05
33.8322 -0.75 45.05
33.8322 -0.75 40.55
33.5622 2.25 81.05
33.5622 2.25 76.55
33.5622 2.25 85.55
33.5622 2.25 67.55
33.5622 2.25 63.05
33.5622 2.25 58.55
33.5044 2.85 81.05
33.5044 2.85 76.55
33.5044 2.85 85.55
33.5044 2.85 67.55
33.5044 2.85 63.05
33.8129 1.65 81.35
33.8129 1.65 76.85
33.8129 1.65 85.85
33.8129 1.65 67.85
33.8129 1.65 63.35
33.8129 1.65 58.85
33.8129 1.65 54.35
33.8129 -0.75 27.35
33.8129 -0.75 45.35
33.8129 -0.75 40.85
33.5815 2.25 81.35
33.5815 2.25 76.85
33.5815 2.25 85.85
33.5815 2.25 67.85
33.5815 2.25 63.35
33.5815 2.25 58.85
33.6586 3.15 81.35
33.6586 3.15 76.85
33.6586 3.15 85.85
33.6586 3.15 67.85
33.6586 3.15 63.35
33.6586 3.15 58.85
33.9093 1.35 75.95
33.9093 1.35 84.95
33.9093 1.35 66.95
33.9093 1.35 62.45
33.9093 1.35 57.95
33.9093 1.35 53.45
33.9093 -1.05 26.45
33.9093 -1.05 44.45
33.9093 -1.05 39.95
33.9093 -1.05 35.45
33.8515 1.65 75.95
33.8515 1.65 84.95
33.8515 1.65 66.95
33.8515 1.65 62.45
33.8515 1.65 57.95
33.8515 1.65 53.45
33.8515 -0.75 26.45
33.8515 -0.75 44.45
33.8515 -0.75 39.95
33.6972 1.95 80.45
33.6972 1.95 75.95
33.6972 1.95 84.95
33.6972 1.95 66.95
33.6972 1.95 62.45
33.6972 1.95 57.95
33.6972 1.95 53.45
33.543 2.25 80.45
33.543 2.25 75.95
33.543 2.25 84.95
33.543 2.25 66.95
33.543 2.25 62.45
33.543 2.25 57.95
33.7936 1.65 80.75
33.7936 1.65 76.25
33.7936 1.65 85.25
33.7936 1.65 67.25
33.7936 1.65 62.75
33.7936 1.65 58.25
33.7936 1.65 53.75
33.7936 -0.75 26.75
33.7936 -0.75 44.75
33.6972 1.95 80.75
33.6972 1.95 76.25
33.6972 1.95 85.25
33.6972 1.95 67.25
33.6972 1.95 62.75
33.6972 1.95 58.25
33.6972 1.95 53.75
33.5815 2.25 80.75
33.5815 2.25 76.25
33.5815 2.25 85.25
33.5815 2.25 67.25
33.5815 2.25 62.75
33.5815 2.25 58.25
33.4851 2.85 80.75
33.4851 2.85 76.25
33.4851 2.85 85.25
33.4851 2.85 67.25
33.4851 2.85 62.75
33.6201 3.15 80.75
33.6201 3.15 76.25
33.6201 3.15 85.25
33.6201 3.15 67.25
33.6201 3.15 62.75
33.6201 3.15 58.25
33.9286 1.35 75.35
33.9286 1.35 84.35
33.9286 1.35 66.35
33.9286 1.35 61.85
33.9286 1.35 57.35
33.9286 1.35 52.85
33.9286 -1.05 25.85
33.9286 -1.05 43.85
33.9286 -1.05 39.35
33.9286 -1.05 34.85
33.7165 1.95 79.85
33.7165 1.95 75.35
33.7165 1.95 84.35
33.7165 1.95 66.35
33.7165 1.95 61.85
33.7165 1.95 57.35
33.7165 1.95 52.85
33.5815 2.25 79.85
33.5815 2.25 75.35
33.5815 2.25 84.35
33.5815 2.25 66.35
33.5815 2.25 61.85
33.5815 2.25 57.35
33.5237 2.55 79.85
33.5237 2.55 75.35
33.5237 2.55 84.35
33.5237 2.55 66.35
33.5237 2.55 61.85
33.5237 2.55 57.35
33.5622 2.85 79.85
33.5622 2.85 75.35
33.5622 2.85 84.35
33.5622 2.85 66.35
33.5622 2.85 61.85
33.5622 2.85 57.35
33.9479 1.35 75.65
33.9479 1.35 84.65
33.9479 1.35 66.65
33.9479 1.35 62.15
33.9479 1.35 57.65
33.9479 1.35 53.15
33.9479 -1.05 26.15
33.9479 -1.05 44.15
33.9479 -1.05 39.65
33.9479 -1.05 35.15
33.5237 2.85 80.15
33.5237 2.85 75.65
33.5237 2.85 84.65
33.5237 2.85 66.65
33.5237 2.85 62.15
33.5237 2.85 57.65
33.5237 2.85 78.95
33.5237 2.85 74.45
33.5237 2.85 83.45
33.5237 2.85 65.45
33.5237 2.85 60.95
33.5237 2.85 56.45
33.7165 1.95 78.95
33.7165 1.95 74.45
33.7165 1.95 83.45
33.7165 1.95 65.45
33.7165 1.95 60.95
33.7165 1.95 56.45
33.7165 1.95 51.95
33.8322 1.65 78.95
33.8322 1.65 74.45
33.8322 1.65 83.45
33.8322 1.65 65.45
33.8322 1.65 60.95
33.8322 1.65 56.45
33.8322 1.65 51.95
33.8322 -0.75 24.95
33.8322 -0.75 42.95
33.8322 -0.75 38.45
33.543 2.85 78.65
33.543 2.85 74.15
33.543 2.85 83.15
33.543 2.85 65.15
33.543 2.85 60.65
33.543 2.85 56.15
33.5044 2.55 78.65
33.5044 2.55 74.15
33.5044 2.55 83.15
33.5044 2.55 65.15
33.5044 2.55 60.65
33.6779 1.95 78.65
33.6779 1.95 74.15
33.6779 1.95 83.15
33.6779 1.95 65.15
33.6779 1.95 60.65
33.6779 1.95 56.15
33.6779 1.95 51.65
33.7936 1.65 78.65
33.7936 1.65 74.15
33.7936 1.65 83.15
33.7936 1.65 65.15
33.7936 1.65 60.65
33.7936 1.65 56.15
33.7936 1.65 51.65
33.7936 -0.75 24.65
33.7936 -0.75 42.65
34.4299 0.75 24.35
34.4299 0.75 42.35
34.4299 0.75 37.85
34.4299 0.75 33.35
34.4299 0.75 28.85
33.5237 2.85 78.35
33.5237 2.85 73.85
33.5237 2.85 82.85
33.5237 2.85 64.85
33.5237 2.85 60.35
33.5237 2.85 55.85
33.6779 1.95 78.35
33.6779 1.95 73.85
33.6779 1.95 82.85
33.6779 1.95 64.85
33.6779 1.95 60.35
33.6779 1.95 55.85
33.6779 1.95 51.35
33.7936 1.65 78.35
33.7936 1.65 73.85
33.7936 1.65 82.85
33.7936 1.65 64.85
33.7936 1.65 60.35
33.7936 1.65 55.85
33.7936 1.65 51.35
33.7936 -0.75 24.35
33.7936 -0.75 42.35
33.4851 2.85 78.05
33.4851 2.85 73.55
33.4851 2.85 82.55
33.4851 2.85 64.55
33.4851 2.85 60.05
33.5237 2.55 78.05
33.5237 2.55 73.55
33.5237 2.55 82.55
33.5237 2.55 64.55
33.5237 2.55 60.05
33.5237 2.55 55.55
33.8129 1.65 78.05
33.8129 1.65 73.55
33.8129 1.65 82.55
33.8129 1.65 64.55
33.8129 1.65 60.05
33.8129 1.65 55.55
33.8129 1.65 51.05
33.8129 -0.75 24.05
33.8129 -0.75 42.05
33.8129 -0.75 37.55
33.4851 2.85 77.15
33.4851 2.85 72.65
33.4851 2.85 81.65
33.4851 2.85 63.65
33.4851 2.85 59.15
33.5622 2.25 77.15
33.5622 2.25 72.65
33.5622 2.25 81.65
33.5622 2.25 63.65
33.5622 2.25 59.15
33.5622 2.25 54.65
33.6779 1.95 77.15
33.6779 1.95 72.65
33.6779 1.95 81.65
33.6779 1.95 63.65
33.6779 1.95 59.15
33.6779 1.95 54.65
33.6779 1.95 50.15
33.7936 1.65 77.15
33.7936 1.65 72.65
33.7936 1.65 81.65
33.7936 1.65 63.65
33.7936 1.65 59.15
33.7936 1.65 54.65
33.7936 1.65 50.15
33.7936 -0.75 23.15
33.7936 -0.75 41.15
33.9093 1.35 72.65
33.9093 1.35 81.65
33.9093 1.35 63.65
33.9093 1.35 59.15
33.9093 1.35 54.65
33.9093 1.35 50.15
33.9093 -1.05 23.15
33.9093 -1.05 41.15
33.9093 -1.05 36.65
33.9093 -1.05 32.15
34.4299 0.15 27.35
34.4299 0.15 45.35
34.4299 0.15 40.85
34.4299 0.15 36.35
34.4299 0.15 31.85
34.3142 0.45 27.35
34.3142 0.45 45.35
34.3142 0.45 40.85
34.3142 0.45 36.35
34.3142 0.45 31.85
34.1021 3.15 76.85
34.1021 3.15 58.85
34.1021 3.15 54.35
34.1021 0.75 27.35
34.1021 0.75 45.35
34.1021 0.75 40.85
34.1021 0.75 36.35
34.1021 0.75 31.85
34.025 3.45 76.85
34.025 3.45 85.85
34.025 3.45 63.35
34.025 3.45 58.85
34.025 3.45 54.35
34.025 1.05 27.35
34.025 1.05 45.35
34.025 1.05 40.85
34.025 1.05 36.35
34.025 1.05 31.85
34.4492 0.15 26.45
34.4492 0.15 44.45
34.4492 0.15 35.45
34.4492 0.15 30.95
34.2564 0.45 26.45
34.2564 0.45 44.45
34.2564 0.45 39.95
34.2564 0.45 35.45
34.2564 0.45 30.95
34.1021 3.15 75.95
34.1021 3.15 57.95
34.1021 3.15 53.45
34.1021 0.75 26.45
34.1021 0.75 44.45
34.1021 0.75 39.95
34.1021 0.75 35.45
34.1021 0.75 30.95
34.0057 3.45 75.95
34.0057 3.45 84.95
34.0057 3.45 62.45
34.0057 3.45 57.95
34.0057 3.45 53.45
34.0057 1.05 26.45
34.0057 1.05 44.45
34.0057 1.05 39.95
34.0057 1.05 35.45
34.0057 1.05 30.95
34.4299 0.15 26.15
34.4299 0.15 44.15
34.4299 0.15 39.65
34.4299 0.15 35.15
34.4299 0.15 30.65
34.2757 0.45 26.15
34.2757 0.45 44.15
34.2757 0.45 39.65
34.2757 0.45 35.15
34.2757 0.45 30.65
34.1021 3.15 75.65
34.1021 3.15 57.65
34.1021 3.15 53.15
34.1021 0.75 26.15
34.1021 0.75 44.15
34.1021 0.75 39.65
34.1021 0.75 35.15
34.1021 0.75 30.65
34.0057 3.45 75.65
34.0057 3.45 84.65
34.0057 3.45 62.15
34.0057 3.45 57.65
34.0057 3.45 53.15
34.0057 1.05 26.15
34.0057 1.05 44.15
34.0057 1.05 39.65
34.0057 1.05 35.15
34.0057 1.05 30.65
33.9286 1.35 74.75
33.9286 1.35 83.75
33.9286 1.35 65.75
33.9286 1.35 61.25
33.9286 1.35 56.75
33.9286 1.35 52.25
33.9286 -1.05 25.25
33.9286 -1.05 43.25
33.9286 -1.05 38.75
33.9286 -1.05 34.25
34.507 0.15 25.25
34.507 0.15 29.75
34.0828 3.15 74.75
34.0828 3.15 56.75
34.0828 3.15 52.25
34.0828 0.75 25.25
34.0828 0.75 43.25
34.0828 0.75 38.75
34.0828 0.75 34.25
34.0828 0.75 29.75
34.0057 3.45 74.75
34.0057 3.45 83.75
34.0057 3.45 61.25
34.0057 3.45 56.75
34.0057 3.45 52.25
34.0057 1.05 25.25
34.0057 1.05 43.25
34.0057 1.05 38.75
34.0057 1.05 34.25
34.0057 1.05 29.75
34.4492 0.15 24.95
34.4492 0.15 42.95
34.4492 0.15 33.95
34.4492 0.15 29.45
34.0828 3.15 74.45
34.0828 3.15 56.45
34.0828 3.15 51.95
34.0828 0.75 24.95
34.0828 0.75 42.95
34.0828 0.75 38.45
34.0828 0.75 33.95
34.0828 0.75 29.45
34.025 3.45 74.45
34.025 3.45 83.45
34.025 3.45 60.95
34.025 3.45 56.45
34.025 3.45 51.95
34.025 1.05 24.95
34.025 1.05 42.95
34.025 1.05 38.45
34.025 1.05 33.95
34.025 1.05 29.45
34.025 3.45 73.85
34.025 3.45 82.85
34.025 3.45 60.35
34.025 3.45 55.85
34.025 3.45 51.35
34.025 1.05 24.35
34.025 1.05 42.35
34.025 1.05 37.85
34.025 1.05 33.35
34.025 1.05 28.85
34.0828 3.15 73.85
34.0828 3.15 55.85
34.0828 3.15 51.35
34.0828 0.75 24.35
34.0828 0.75 42.35
34.0828 0.75 37.85
34.0828 0.75 33.35
34.0828 0.75 28.85
34.025 3.45 74.15
34.025 3.45 83.15
34.025 3.45 60.65
34.025 3.45 56.15
34.025 3.45 51.65
34.025 1.05 24.65
34.025 1.05 42.65
34.025 1.05 38.15
34.025 1.05 33.65
34.025 1.05 29.15
34.0828 3.15 74.15
34.0828 3.15 56.15
34.0828 3.15 51.65
34.0828 0.75 24.65
34.0828 0.75 42.65
34.0828 0.75 38.15
34.0828 0.75 33.65
34.0828 0.75 29.15
34.0057 3.45 73.25
34.0057 3.45 82.25
34.0057 3.45 59.75
34.0057 3.45 55.25
34.0057 3.45 50.75
34.0057 1.05 23.75
34.0057 1.05 41.75
34.0057 1.05 37.25
34.0057 1.05 32.75
34.0057 1.05 28.25
34.1021 3.15 73.25
34.1021 3.15 55.25
34.1021 3.15 50.75
34.1021 0.75 23.75
34.1021 0.75 41.75
34.1021 0.75 37.25
34.1021 0.75 32.75
34.1021 0.75 28.25
34.2371 0.75 23.75
34.2371 0.75 41.75
34.2371 0.75 37.25
34.2371 0.75 32.75
34.2371 0.75 28.25
32.7717 -0.75 46.25
34.0443 3.45 73.55
34.0443 3.45 55.55
34.0443 3.45 51.05
34.0443 1.05 24.05
34.0443 1.05 42.05
34.0443 1.05 37.55
34.0443 1.05 33.05
34.0443 1.05 28.55
34.1021 3.15 73.55
34.1021 3.15 55.55
34.1021 3.15 51.05
34.1021 0.75 24.05
34.1021 0.75 42.05
34.1021 0.75 37.55
34.1021 0.75 33.05
34.1021 0.75 28.55
34.0443 3.45 72.65
34.0443 3.45 54.65
34.0443 3.45 50.15
34.0443 1.05 23.15
34.0443 1.05 41.15
34.0443 1.05 36.65
34.0443 1.05 32.15
34.0443 1.05 27.65
34.1214 3.15 72.65
34.1214 3.15 50.15
34.1214 0.75 23.15
34.1214 0.75 41.15
34.1214 0.75 36.65
34.1214 0.75 32.15
34.1214 0.75 27.65
34.2564 0.45 23.15
34.2564 0.45 41.15
34.2564 0.45 36.65
34.2564 0.45 32.15
34.2564 0.45 27.65
34.4299 0.15 23.15
34.4299 0.15 41.15
34.4299 0.15 36.65
34.4299 0.15 32.15
34.4299 0.15 27.65
34.025 3.45 72.95
34.025 3.45 81.95
34.025 3.45 59.45
34.025 3.45 54.95
34.025 3.45 50.45
34.025 1.05 23.45
34.025 1.05 41.45
34.025 1.05 36.95
34.025 1.05 32.45
34.025 1.05 27.95
34.1021 3.15 72.95
34.1021 3.15 54.95
34.1021 3.15 50.45
34.1021 0.75 23.45
34.1021 0.75 41.45
34.1021 0.75 36.95
34.1021 0.75 32.45
34.1021 0.75 27.95
32.9452 -0.75 45.95
34.2564 0.45 27.05
34.2564 0.45 45.05
34.2564 0.45 40.55
34.2564 0.45 36.05
34.2564 0.45 31.55
34.0828 3.15 76.55
34.0828 3.15 58.55
34.0828 3.15 54.05
34.0828 0.75 27.05
34.0828 0.75 45.05
34.0828 0.75 40.55
34.0828 0.75 36.05
34.0828 0.75 31.55
34.0057 3.45 76.55
34.0057 3.45 85.55
34.0057 3.45 63.05
34.0057 3.45 58.55
34.0057 3.45 54.05
34.0057 1.05 27.05
34.0057 1.05 45.05
34.0057 1.05 40.55
34.0057 1.05 36.05
34.0057 1.05 31.55
34.0828 3.15 76.25
34.0828 3.15 58.25
34.0828 3.15 53.75
34.0828 0.75 26.75
34.0828 0.75 44.75
34.0828 0.75 40.25
34.0828 0.75 35.75
34.0828 0.75 31.25
34.0443 3.45 76.25
34.0443 3.45 58.25
34.0443 3.45 53.75
34.0443 1.05 26.75
34.0443 1.05 44.75
34.0443 1.05 40.25
34.0443 1.05 35.75
34.0443 1.05 31.25
34.0443 1.35 75.35
34.0443 1.35 57.35
34.0443 1.35 52.85
34.0443 -1.05 25.85
34.0443 -1.05 43.85
34.0443 -1.05 39.35
34.0443 -1.05 34.85
34.0443 -1.05 30.35
34.5842 -0.15 25.85
33.273 -0.15 48.35
33.273 2.25 79.85
33.273 2.25 75.35
34.4299 0.15 25.85
34.4299 0.15 43.85
34.4299 0.15 39.35
34.4299 0.15 34.85
34.4299 0.15 30.35
34.0636 3.15 75.35
34.0636 3.15 57.35
34.0636 3.15 52.85
34.0636 0.75 25.85
34.0636 0.75 43.85
34.0636 0.75 39.35
34.0636 0.75 34.85
34.0636 0.75 30.35
33.9672 3.45 75.35
33.9672 3.45 84.35
33.9672 3.45 61.85
33.9672 3.45 57.35
33.9672 3.45 52.85
33.9672 1.05 25.85
33.9672 1.05 43.85
33.9672 1.05 39.35
33.9672 1.05 34.85
33.9672 1.05 30.35
33.9672 1.35 75.05
33.9672 1.35 84.05
